productId,title,url,image,description,category,currency,originalPrice,price,availability,condition,custom_label_brand
400010000224,Bắp Sú Tím Đà Lạt - S-ECO,https://foodmap.asia/product/bap-su-tim-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000189,Bồ Công Anh Đà Lạt - S-ECO,https://foodmap.asia/product/bo-cong-anh-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000236,Chuối Laba Đà Lạt - S-ECO,https://foodmap.asia/product/chuoi-laba-da-lat-s-eco,,,Trái cây tươi ngon,VND,1,1,available,new,S-ECO
400010000190,Cà Beef I Đà Lạt - S-ECO,https://foodmap.asia/product/ca-beef-i-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000191,Cà Beef II Đà Lạt - S-ECO,https://foodmap.asia/product/ca-beef-ii-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000193,Cà Chua Socola Đà Lạt - S-ECO,https://foodmap.asia/product/ca-chua-socola-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000194,Cà Chua Vàng Đà Lạt - S-ECO,https://foodmap.asia/product/ca-chua-vang-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000192,Cà Chua Đỏ Đà Lạt - S-ECO,https://foodmap.asia/product/ca-chua-do-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000206,Cà Rốt Baby Đà Lạt - S-ECO,https://foodmap.asia/product/ca-rot-baby-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000205,Cà Rốt Đà Lạt - S-ECO,https://foodmap.asia/product/ca-rot-da-lat-s-eco,,0,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000186,Cải Bó Xôi Đà Lạt - S-ECO,https://foodmap.asia/product/cai-bo-xoi-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000187,Cải Cầu Vồng Đà Lạt - S-ECO,https://foodmap.asia/product/cai-cau-vong-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000185,Cải Hoa Hồng Đà Lạt - S-ECO,https://foodmap.asia/product/cai-hoa-hong-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000184,Cải Kale Đà Lạt - S-ECO,https://foodmap.asia/product/cai-kale-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000183,Cải Rocket Đà Lạt - S-ECO,https://foodmap.asia/product/cai-rocket-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
